customer_id,age,gender,annual_income,tenure_months,contract_type,preferred_payment,support_tickets,monthly_spend,satisfaction_score,churn
CUST_1309,54,Male,61600.0,27,Month-to-Month,Bank Transfer,2,99.96,1.9,0
CUST_1310,59,Female,57100.0,20,Month-to-Month,Electronic Check,5,108.62,3.7,1
CUST_1311,34,Male,88200.0,71,Month-to-Month,Credit Card,3,76.59,3.7,0
CUST_1312,49,Male,48300.0,63,Month-to-Month,Bank Transfer,0,45.71,2.5,0
CUST_1313,39,Male,49000.0,38,One-Year,Credit Card,2,102.34,3.3,0
CUST_1314,22,Female,49800.0,18,One-Year,Credit Card,4,103.54,2.5,1
CUST_1315,43,Male,78100.0,68,Month-to-Month,Electronic Check,2,112.2,3.0,0
CUST_1316,54,Female,35700.0,30,Month-to-Month,Credit Card,3,108.62,1.8,0
CUST_1317,30,Female,84400.0,40,Month-to-Month,Bank Transfer,1,114.28,1.8,0
CUST_1318,59,Male,55200.0,10,Month-to-Month,Credit Card,2,108.77,1.3,0
CUST_1319,41,Female,67200.0,68,Month-to-Month,Electronic Check,0,131.62,2.0,0
